order_id,customer_id,order_date,order_status,shipping_method,payment_method,subtotal,tax_amount,shipping_cost,discount_amount,total_amount,shipping_address,order_priority
912,1845,2025-03-08,Completed,Overnight,Bank Transfer,674.07,53.93,21.9,11.14,738.75,"Address 912, City, Country",Low
913,895,2025-02-01,Shipped,Economy,Bank Transfer,281.37,22.51,12.74,54.77,261.84,"Address 913, City, Country",Urgent
914,514,2025-02-04,Completed,Express,Bank Transfer,632.92,50.63,9.97,38.06,655.46,"Address 914, City, Country",Medium
915,548,2024-11-09,Shipped,Overnight,Credit Card,398.47,31.88,10.45,36.2,404.59,"Address 915, City, Country",High
916,442,2024-09-28,Completed,Overnight,Bank Transfer,771.01,61.68,13.59,150.76,695.53,"Address 916, City, Country",Medium
917,1779,2025-02-24,Cancelled,Economy,Credit Card,71.99,5.76,11.32,2.66,86.4,"Address 917, City, Country",High
918,887,2024-11-26,Completed,Standard,Credit Card,398.68,31.89,22.18,24.65,428.1,"Address 918, City, Country",High
919,933,2024-07-12,Completed,Economy,Bank Transfer,98.79,7.9,17.16,12.69,111.17,"Address 919, City, Country",High
920,176,2024-10-23,Cancelled,Overnight,Digital Wallet,781.12,62.49,9.84,153.87,699.58,"Address 920, City, Country",Medium
921,1922,2024-12-17,Completed,Economy,Bank Transfer,874.32,69.95,10.68,136.92,818.03,"Address 921, City, Country",Low
922,1914,2024-12-29,Completed,Economy,Bank Transfer,135.45,10.84,11.19,11.56,145.91,"Address 922, City, Country",Low
923,1263,2025-03-12,Completed,Standard,Bank Transfer,467.47,37.4,20.7,91.28,434.29,"Address 923, City, Country",Medium
924,765,2025-04-25,Completed,Express,Bank Transfer,902.97,72.24,12.98,117.94,870.26,"Address 924, City, Country",Low
925,24,2024-11-22,Completed,Express,PayPal,276.12,22.09,21.75,47.4,272.56,"Address 925, City, Country",Medium
926,333,2024-10-01,Completed,Express,PayPal,883.44,70.68,21.73,52.16,923.69,"Address 926, City, Country",High
927,640,2025-06-10,Completed,Overnight,PayPal,437.15,34.97,8.13,25.55,454.7,"Address 927, City, Country",Low
928,1565,2025-04-06,Shipped,Economy,Credit Card,339.62,27.17,9.43,47.44,328.77,"Address 928, City, Country",Low
929,1587,2025-01-06,Processing,Express,Credit Card,534.91,42.79,12.62,64.69,525.63,"Address 929, City, Country",High
930,2,2025-03-07,Completed,Express,Credit Card,111.5,8.92,7.26,13.31,114.38,"Address 930, City, Country",Low
931,1061,2025-06-27,Processing,Economy,Bank Transfer,831.51,66.52,16.87,165.86,749.04,"Address 931, City, Country",Low
932,540,2025-03-06,Completed,Express,Bank Transfer,626.65,50.13,14.46,34.87,656.37,"Address 932, City, Country",Medium
933,429,2025-06-07,Completed,Standard,Digital Wallet,869.49,69.56,22.88,44.54,917.38,"Address 933, City, Country",Medium
934,1192,2025-04-08,Completed,Express,Bank Transfer,625.61,50.05,12.34,28.04,659.96,"Address 934, City, Country",Medium
935,1695,2024-10-06,Completed,Standard,Digital Wallet,861.86,68.95,6.62,145.43,792.0,"Address 935, City, Country",Low
936,96,2024-09-21,Completed,Standard,Digital Wallet,640.11,51.21,14.63,126.8,579.14,"Address 936, City, Country",Medium
937,1348,2025-02-08,Completed,Economy,PayPal,289.85,23.19,10.58,55.02,268.59,"Address 937, City, Country",Medium
938,568,2025-03-31,Completed,Economy,PayPal,313.7,25.1,12.36,38.68,312.48,"Address 938, City, Country",Medium
939,1632,2025-03-18,Processing,Express,Credit Card,281.77,22.54,10.72,6.9,308.12,"Address 939, City, Country",Medium
940,647,2025-05-06,Shipped,Standard,Credit Card,668.61,53.49,20.31,47.86,694.55,"Address 940, City, Country",Medium
941,773,2024-07-22,Cancelled,Economy,PayPal,418.76,33.5,16.28,17.15,451.39,"Address 941, City, Country",Low
942,1809,2024-09-20,Completed,Express,Bank Transfer,879.67,70.37,16.37,67.75,898.67,"Address 942, City, Country",Medium
943,766,2024-11-12,Completed,Express,PayPal,837.79,67.02,6.55,100.43,810.93,"Address 943, City, Country",High
944,121,2025-04-04,Completed,Standard,PayPal,621.42,49.71,13.03,23.71,660.44,"Address 944, City, Country",Medium
945,1123,2025-03-10,Completed,Express,Bank Transfer,856.96,68.56,23.75,47.47,901.79,"Address 945, City, Country",Low
946,671,2025-02-23,Completed,Economy,Credit Card,445.38,35.63,20.8,39.08,462.73,"Address 946, City, Country",Medium
947,337,2025-05-29,Cancelled,Overnight,Digital Wallet,108.7,8.7,14.4,5.79,126.0,"Address 947, City, Country",Low
948,1940,2024-09-26,Shipped,Overnight,Credit Card,302.14,24.17,8.58,39.27,295.62,"Address 948, City, Country",Medium
949,1634,2024-09-29,Shipped,Economy,Digital Wallet,428.56,34.29,6.33,19.64,449.53,"Address 949, City, Country",Low
950,1875,2025-06-18,Completed,Standard,Bank Transfer,846.91,67.75,17.46,124.79,807.33,"Address 950, City, Country",Medium
951,1152,2025-04-01,Processing,Overnight,Bank Transfer,455.14,36.41,23.37,52.47,462.46,"Address 951, City, Country",Low
952,66,2025-01-29,Processing,Economy,PayPal,282.54,22.6,19.42,20.32,304.25,"Address 952, City, Country",Low
953,158,2024-11-08,Shipped,Standard,Digital Wallet,896.55,71.72,11.43,72.8,906.9,"Address 953, City, Country",Medium
954,850,2025-03-22,Shipped,Express,Digital Wallet,574.2,45.94,13.27,72.75,560.65,"Address 954, City, Country",High
955,356,2024-11-17,Completed,Express,Digital Wallet,437.97,35.04,14.37,74.05,413.33,"Address 955, City, Country",Low
956,464,2024-11-10,Completed,Economy,Digital Wallet,342.91,27.43,17.37,34.67,353.03,"Address 956, City, Country",Medium
957,1683,2025-06-16,Completed,Overnight,PayPal,256.93,20.55,18.53,4.68,291.34,"Address 957, City, Country",High
958,864,2024-09-27,Cancelled,Standard,PayPal,841.03,67.28,5.74,42.59,871.46,"Address 958, City, Country",Medium
959,354,2025-01-06,Completed,Express,PayPal,566.55,45.32,12.72,50.14,574.45,"Address 959, City, Country",Low
960,1422,2024-11-01,Completed,Express,PayPal,908.28,72.66,18.19,133.07,866.06,"Address 960, City, Country",Medium
961,1383,2025-01-24,Shipped,Standard,PayPal,851.67,68.13,23.57,40.53,902.84,"Address 961, City, Country",Medium
962,195,2025-02-15,Shipped,Express,Digital Wallet,626.03,50.08,9.01,43.06,642.06,"Address 962, City, Country",High
963,1784,2025-06-02,Completed,Express,Digital Wallet,412.44,33.0,9.67,8.29,446.82,"Address 963, City, Country",High
964,1416,2025-04-15,Processing,Standard,PayPal,861.25,68.9,21.6,11.86,939.9,"Address 964, City, Country",Low
965,1193,2024-08-01,Completed,Economy,PayPal,622.75,49.82,10.79,53.92,629.44,"Address 965, City, Country",Medium
966,8,2024-08-18,Shipped,Economy,Credit Card,126.18,10.09,12.72,16.4,132.6,"Address 966, City, Country",Low
967,777,2024-10-12,Completed,Economy,Credit Card,674.35,53.95,24.89,87.95,665.24,"Address 967, City, Country",Low
968,1304,2024-08-22,Completed,Express,Bank Transfer,707.79,56.62,24.5,86.62,702.3,"Address 968, City, Country",Medium
969,1264,2024-07-19,Cancelled,Express,PayPal,168.66,13.49,24.54,33.24,173.45,"Address 969, City, Country",Low
970,230,2024-10-21,Completed,Standard,Bank Transfer,448.94,35.91,9.12,38.04,455.93,"Address 970, City, Country",Low
971,1156,2025-01-07,Completed,Standard,Credit Card,722.15,57.77,22.79,41.73,760.98,"Address 971, City, Country",Low
972,459,2024-12-08,Cancelled,Economy,PayPal,787.55,63.0,20.76,5.4,865.91,"Address 972, City, Country",Medium
973,1810,2025-06-27,Processing,Overnight,Digital Wallet,92.62,7.41,16.24,7.58,108.69,"Address 973, City, Country",Medium
974,197,2025-04-17,Completed,Economy,PayPal,989.26,79.14,19.29,72.69,1015.01,"Address 974, City, Country",Low
975,1125,2024-07-05,Completed,Economy,Digital Wallet,596.21,47.7,18.61,40.5,622.02,"Address 975, City, Country",Medium
976,682,2024-12-23,Completed,Standard,Digital Wallet,626.54,50.12,15.6,65.26,627.01,"Address 976, City, Country",Medium
977,1677,2025-02-04,Completed,Express,Credit Card,522.56,41.81,19.37,86.13,497.61,"Address 977, City, Country",Low
978,861,2024-07-17,Completed,Overnight,Credit Card,774.27,61.94,8.15,118.24,726.12,"Address 978, City, Country",Medium
979,1091,2024-08-11,Completed,Standard,Bank Transfer,867.76,69.42,14.81,118.29,833.71,"Address 979, City, Country",Medium
980,312,2025-06-19,Completed,Economy,PayPal,967.45,77.4,24.41,164.7,904.56,"Address 980, City, Country",Medium
981,1250,2024-07-06,Completed,Express,PayPal,235.9,18.87,8.05,11.9,250.91,"Address 981, City, Country",Medium
982,122,2024-10-15,Completed,Standard,Credit Card,525.63,42.05,23.1,66.4,524.39,"Address 982, City, Country",Low
983,1442,2024-07-12,Completed,Express,Credit Card,294.1,23.53,17.14,48.11,286.66,"Address 983, City, Country",Low
984,1046,2024-07-23,Cancelled,Overnight,Digital Wallet,419.94,33.6,5.58,78.19,380.93,"Address 984, City, Country",High
985,1585,2025-05-20,Processing,Standard,Credit Card,145.63,11.65,13.89,14.66,156.51,"Address 985, City, Country",Low
986,106,2025-06-25,Completed,Overnight,Credit Card,383.58,30.69,22.36,7.15,429.47,"Address 986, City, Country",Low
987,1330,2024-08-09,Completed,Overnight,PayPal,444.58,35.57,20.31,7.25,493.21,"Address 987, City, Country",Medium
988,1507,2025-03-16,Completed,Standard,Bank Transfer,639.29,51.14,17.9,47.87,660.46,"Address 988, City, Country",High
989,1208,2024-08-04,Returned,Standard,Digital Wallet,213.53,17.08,19.83,32.17,218.27,"Address 989, City, Country",Low
990,301,2024-09-11,Completed,Express,Digital Wallet,225.55,18.04,15.57,43.99,215.17,"Address 990, City, Country",Medium
991,591,2025-05-07,Completed,Overnight,Digital Wallet,123.83,9.91,13.02,14.71,132.04,"Address 991, City, Country",Low
992,456,2025-06-08,Completed,Economy,PayPal,303.59,24.29,12.82,14.87,325.82,"Address 992, City, Country",Medium
993,854,2024-10-09,Completed,Standard,PayPal,566.51,45.32,10.5,59.26,563.07,"Address 993, City, Country",High
994,872,2024-10-17,Returned,Economy,Bank Transfer,349.01,27.92,19.67,51.54,345.06,"Address 994, City, Country",High
995,1667,2025-06-30,Completed,Overnight,Credit Card,587.91,47.03,23.4,33.77,624.57,"Address 995, City, Country",Medium
996,1070,2024-07-27,Completed,Overnight,PayPal,769.02,61.52,24.63,119.16,736.01,"Address 996, City, Country",High
997,1133,2025-02-28,Returned,Economy,Digital Wallet,598.81,47.9,10.95,64.88,592.78,"Address 997, City, Country",Low
998,1467,2024-07-30,Shipped,Economy,PayPal,434.67,34.77,21.09,40.65,449.89,"Address 998, City, Country",Urgent
999,1654,2024-09-12,Completed,Standard,Bank Transfer,54.39,4.35,17.09,4.86,70.97,"Address 999, City, Country",Low
1000,422,2025-04-18,Completed,Economy,Digital Wallet,577.7,46.22,10.4,108.3,526.01,"Address 1000, City, Country",Low
1001,291,2025-04-18,Processing,Standard,Digital Wallet,326.93,26.15,11.43,0.99,363.52,"Address 1001, City, Country",Medium
1002,1821,2025-05-14,Completed,Express,Credit Card,661.84,52.95,24.65,41.27,698.17,"Address 1002, City, Country",Medium
1003,1900,2025-06-02,Completed,Express,Digital Wallet,69.24,5.54,15.86,12.55,78.08,"Address 1003, City, Country",Low
1004,1891,2025-05-02,Completed,Economy,PayPal,915.82,73.27,21.85,107.48,903.46,"Address 1004, City, Country",Medium
1005,1746,2024-08-26,Shipped,Economy,Bank Transfer,411.7,32.94,7.41,81.55,370.5,"Address 1005, City, Country",Medium
1006,1907,2024-12-21,Completed,Economy,Credit Card,187.66,15.01,7.06,23.13,186.61,"Address 1006, City, Country",Urgent
1007,971,2025-01-08,Completed,Express,Bank Transfer,58.1,4.65,7.44,6.82,63.36,"Address 1007, City, Country",Medium
1008,1212,2025-02-08,Completed,Economy,Bank Transfer,766.87,61.35,18.78,20.43,826.56,"Address 1008, City, Country",Low
1009,1111,2024-12-02,Completed,Overnight,Digital Wallet,907.66,72.61,10.29,30.97,959.59,"Address 1009, City, Country",Medium
1010,1391,2025-03-24,Completed,Express,Bank Transfer,937.2,74.98,12.36,128.59,895.95,"Address 1010, City, Country",High
1011,880,2024-12-29,Completed,Economy,Credit Card,722.14,57.77,21.27,18.17,783.02,"Address 1011, City, Country",Low
1012,1312,2024-07-16,Completed,Economy,Digital Wallet,823.97,65.92,14.02,92.06,811.84,"Address 1012, City, Country",Low
1013,45,2024-12-14,Completed,Economy,Bank Transfer,130.25,10.42,19.82,17.59,142.89,"Address 1013, City, Country",Low
1014,1979,2024-11-27,Processing,Overnight,Credit Card,825.79,66.06,14.31,151.68,754.48,"Address 1014, City, Country",High
1015,1599,2024-10-04,Completed,Standard,Bank Transfer,84.31,6.74,17.17,5.76,102.46,"Address 1015, City, Country",High
1016,1403,2025-06-04,Completed,Overnight,Credit Card,376.81,30.15,20.21,44.03,383.14,"Address 1016, City, Country",Low
1017,1124,2025-02-20,Completed,Express,Digital Wallet,643.9,51.51,23.08,116.84,601.66,"Address 1017, City, Country",Medium
1018,243,2024-09-04,Completed,Express,Bank Transfer,683.19,54.66,13.23,93.39,657.68,"Address 1018, City, Country",Medium
1019,1716,2024-08-11,Completed,Economy,Digital Wallet,492.81,39.43,22.64,67.87,487.01,"Address 1019, City, Country",Medium
1020,1951,2024-08-09,Shipped,Overnight,PayPal,693.69,55.49,7.06,65.79,690.45,"Address 1020, City, Country",Medium
1021,1132,2025-01-08,Completed,Express,Bank Transfer,676.76,54.14,16.27,9.4,737.77,"Address 1021, City, Country",Low
1022,65,2024-09-14,Completed,Express,PayPal,334.68,26.77,18.79,28.4,351.85,"Address 1022, City, Country",High
1023,1848,2025-04-30,Completed,Overnight,Bank Transfer,888.01,71.04,5.8,163.78,801.07,"Address 1023, City, Country",Medium
1024,1595,2024-10-09,Completed,Standard,PayPal,64.23,5.14,6.41,2.21,73.57,"Address 1024, City, Country",Low
1025,1601,2025-03-18,Shipped,Economy,Credit Card,150.58,12.05,9.44,15.17,156.9,"Address 1025, City, Country",Medium
1026,1775,2024-10-05,Completed,Economy,Bank Transfer,328.51,26.28,20.78,58.17,317.4,"Address 1026, City, Country",Medium
1027,253,2025-05-19,Completed,Standard,Digital Wallet,484.98,38.8,15.15,10.17,528.76,"Address 1027, City, Country",Medium
1028,213,2025-03-13,Cancelled,Economy,PayPal,733.74,58.7,16.16,32.78,775.82,"Address 1028, City, Country",Low
1029,996,2024-10-17,Completed,Economy,Digital Wallet,61.51,4.92,11.65,4.84,73.23,"Address 1029, City, Country",Medium
1030,1164,2025-01-17,Processing,Express,Digital Wallet,647.67,51.81,16.68,82.1,634.06,"Address 1030, City, Country",Low
1031,734,2025-02-03,Returned,Express,Bank Transfer,984.03,78.72,24.19,111.07,975.88,"Address 1031, City, Country",Medium
1032,1840,2024-08-26,Completed,Overnight,Credit Card,613.22,49.06,15.32,121.88,555.71,"Address 1032, City, Country",High
1033,598,2025-03-10,Returned,Standard,Credit Card,805.15,64.41,17.58,83.75,803.4,"Address 1033, City, Country",High
1034,825,2024-09-18,Returned,Overnight,Bank Transfer,147.35,11.79,10.64,2.6,167.17,"Address 1034, City, Country",High
1035,522,2025-02-12,Completed,Economy,Bank Transfer,369.95,29.6,19.32,35.73,383.14,"Address 1035, City, Country",Urgent
1036,1471,2024-07-14,Completed,Economy,Digital Wallet,288.75,23.1,23.19,16.98,318.07,"Address 1036, City, Country",High
1037,592,2024-09-09,Completed,Standard,Bank Transfer,725.57,58.05,13.36,9.62,787.36,"Address 1037, City, Country",Low
1038,632,2024-12-10,Completed,Standard,PayPal,124.59,9.97,21.5,13.64,142.42,"Address 1038, City, Country",Medium
1039,881,2024-09-18,Completed,Express,Credit Card,546.44,43.72,15.43,40.41,565.17,"Address 1039, City, Country",Low
1040,489,2025-06-02,Completed,Economy,Digital Wallet,481.39,38.51,13.58,74.37,459.1,"Address 1040, City, Country",Low
1041,1908,2024-07-12,Completed,Standard,Credit Card,116.92,9.35,23.03,3.83,145.48,"Address 1041, City, Country",High
1042,375,2025-04-13,Completed,Express,Bank Transfer,429.04,34.32,21.51,6.17,478.71,"Address 1042, City, Country",Medium
1043,384,2025-05-27,Returned,Express,Credit Card,790.93,63.27,23.52,113.35,764.37,"Address 1043, City, Country",Low
1044,1877,2025-06-11,Completed,Overnight,Credit Card,853.92,68.31,21.36,67.64,875.95,"Address 1044, City, Country",Medium
1045,1535,2024-08-24,Completed,Express,Digital Wallet,982.8,78.62,20.94,152.79,929.58,"Address 1045, City, Country",Low
1046,705,2025-04-24,Completed,Standard,Bank Transfer,775.03,62.0,9.83,109.58,737.28,"Address 1046, City, Country",Urgent
1047,1205,2024-11-10,Shipped,Standard,PayPal,372.61,29.81,7.9,63.95,346.37,"Address 1047, City, Country",Low
1048,792,2025-03-21,Completed,Economy,Digital Wallet,257.1,20.57,16.16,23.98,269.84,"Address 1048, City, Country",Urgent
1049,1718,2024-12-04,Completed,Standard,Digital Wallet,853.92,68.31,11.4,74.82,858.81,"Address 1049, City, Country",Low
1050,1700,2024-08-18,Completed,Overnight,Credit Card,719.1,57.53,13.08,139.15,650.56,"Address 1050, City, Country",Medium
1051,1432,2024-09-25,Completed,Express,Credit Card,290.38,23.23,5.84,4.22,315.24,"Address 1051, City, Country",Low
1052,1537,2024-09-06,Processing,Overnight,Bank Transfer,976.42,78.11,9.74,122.61,941.66,"Address 1052, City, Country",Medium
1053,1674,2025-03-20,Cancelled,Overnight,Credit Card,844.81,67.58,8.26,3.76,916.89,"Address 1053, City, Country",Low
1054,346,2024-09-01,Cancelled,Overnight,Bank Transfer,234.76,18.78,9.0,22.05,240.49,"Address 1054, City, Country",Medium
1055,1379,2024-08-15,Completed,Express,Digital Wallet,248.86,19.91,19.78,20.31,268.24,"Address 1055, City, Country",Medium
1056,1720,2025-04-12,Completed,Economy,PayPal,112.74,9.02,7.7,14.96,114.5,"Address 1056, City, Country",Medium
1057,1013,2024-10-06,Returned,Economy,Credit Card,740.31,59.22,9.27,1.97,806.83,"Address 1057, City, Country",Low
1058,1129,2024-07-29,Completed,Overnight,Credit Card,812.23,64.98,10.64,101.64,786.2,"Address 1058, City, Country",Medium
1059,1782,2025-06-27,Completed,Overnight,Digital Wallet,105.57,8.45,14.73,5.83,122.91,"Address 1059, City, Country",Low
1060,1781,2024-09-08,Completed,Economy,Bank Transfer,950.97,76.08,5.27,83.75,948.56,"Address 1060, City, Country",Low
1061,1730,2024-12-13,Shipped,Express,Digital Wallet,432.02,34.56,21.12,9.94,477.76,"Address 1061, City, Country",Low
1062,1361,2024-08-15,Completed,Economy,Bank Transfer,596.09,47.69,17.07,81.89,578.96,"Address 1062, City, Country",Urgent
1063,922,2025-03-15,Completed,Economy,Credit Card,365.85,29.27,17.61,3.2,409.53,"Address 1063, City, Country",High
1064,88,2025-06-15,Completed,Express,Digital Wallet,584.4,46.75,19.0,116.51,533.64,"Address 1064, City, Country",Low
1065,978,2024-10-06,Completed,Standard,PayPal,604.75,48.38,12.67,17.32,648.48,"Address 1065, City, Country",High
1066,1020,2025-02-09,Completed,Express,Digital Wallet,947.34,75.79,16.49,23.48,1016.14,"Address 1066, City, Country",Medium
1067,1453,2025-05-13,Processing,Economy,Bank Transfer,874.21,69.94,15.11,154.84,804.4,"Address 1067, City, Country",Medium
1068,652,2025-03-05,Completed,Overnight,Credit Card,325.34,26.03,11.13,10.47,352.03,"Address 1068, City, Country",Low
1069,811,2024-11-27,Processing,Standard,Digital Wallet,783.42,62.67,10.48,152.57,704.0,"Address 1069, City, Country",High
1070,1573,2024-10-07,Completed,Express,Credit Card,878.16,70.25,20.15,126.92,841.64,"Address 1070, City, Country",Medium
1071,1987,2024-11-16,Completed,Standard,Bank Transfer,439.02,35.12,14.32,14.97,473.49,"Address 1071, City, Country",Medium
1072,1600,2025-03-03,Processing,Economy,Bank Transfer,76.78,6.14,13.17,8.95,87.14,"Address 1072, City, Country",Medium
1073,1804,2025-05-24,Completed,Overnight,Digital Wallet,248.93,19.91,24.2,22.73,270.31,"Address 1073, City, Country",Low
1074,185,2024-08-06,Completed,Express,Credit Card,77.05,6.16,18.8,9.16,92.86,"Address 1074, City, Country",Medium
1075,1149,2024-07-23,Shipped,Express,PayPal,302.45,24.2,6.18,46.36,286.47,"Address 1075, City, Country",Medium
1076,307,2025-06-05,Shipped,Overnight,Credit Card,60.19,4.81,11.1,4.8,71.3,"Address 1076, City, Country",Low
1077,1675,2024-08-01,Completed,Economy,PayPal,929.92,74.39,11.57,41.79,974.09,"Address 1077, City, Country",High
1078,264,2024-09-29,Completed,Standard,Bank Transfer,597.36,47.79,16.89,61.53,600.52,"Address 1078, City, Country",Low
1079,372,2024-08-09,Completed,Express,Credit Card,535.55,42.84,24.58,13.31,589.66,"Address 1079, City, Country",High
1080,1178,2025-04-26,Completed,Economy,PayPal,529.71,42.38,7.84,79.64,500.28,"Address 1080, City, Country",Medium
1081,1817,2024-10-19,Completed,Standard,Credit Card,227.95,18.24,17.68,26.92,236.95,"Address 1081, City, Country",Medium
1082,806,2025-03-04,Completed,Express,Credit Card,52.14,4.17,10.33,8.34,58.3,"Address 1082, City, Country",Medium
1083,82,2024-12-05,Completed,Overnight,Bank Transfer,330.88,26.47,23.24,49.21,331.37,"Address 1083, City, Country",Low
1084,367,2024-10-06,Completed,Overnight,PayPal,370.33,29.63,8.31,24.9,383.36,"Address 1084, City, Country",Low
1085,1791,2024-09-19,Completed,Standard,Digital Wallet,316.66,25.33,11.46,18.21,335.25,"Address 1085, City, Country",Low
1086,328,2025-06-23,Completed,Standard,Digital Wallet,150.04,12.0,21.51,1.32,182.23,"Address 1086, City, Country",Medium
1087,1826,2024-08-11,Processing,Economy,PayPal,989.9,79.19,17.21,121.34,964.96,"Address 1087, City, Country",Low
1088,391,2025-04-22,Returned,Economy,Credit Card,524.58,41.97,24.21,36.04,554.71,"Address 1088, City, Country",Medium
1089,1413,2024-09-22,Completed,Standard,Credit Card,554.31,44.35,24.38,100.12,522.91,"Address 1089, City, Country",Medium
1090,593,2024-08-06,Completed,Overnight,PayPal,228.99,18.32,9.96,41.67,215.61,"Address 1090, City, Country",Low
1091,1393,2025-06-16,Completed,Overnight,Digital Wallet,101.34,8.11,15.65,3.87,121.23,"Address 1091, City, Country",Medium
1092,637,2024-08-29,Completed,Express,Bank Transfer,907.18,72.57,18.76,11.2,987.31,"Address 1092, City, Country",High
1093,1259,2025-01-13,Completed,Overnight,Digital Wallet,285.38,22.83,19.96,34.37,293.81,"Address 1093, City, Country",Low
1094,1356,2025-03-04,Completed,Express,Digital Wallet,109.56,8.76,22.5,12.22,128.6,"Address 1094, City, Country",Low
1095,1041,2024-09-09,Completed,Express,Digital Wallet,893.21,71.46,18.4,178.35,804.72,"Address 1095, City, Country",Low
1096,46,2025-01-16,Completed,Standard,PayPal,848.12,67.85,6.36,13.28,909.05,"Address 1096, City, Country",Low
1097,1483,2024-10-06,Completed,Express,Bank Transfer,301.19,24.09,8.12,52.37,281.03,"Address 1097, City, Country",Medium
1098,1690,2025-02-23,Completed,Standard,Credit Card,574.3,45.94,12.77,97.01,536.0,"Address 1098, City, Country",Low
1099,457,2024-11-04,Completed,Standard,Digital Wallet,457.5,36.6,7.19,87.43,413.86,"Address 1099, City, Country",Low
1100,1498,2024-10-27,Completed,Economy,PayPal,63.65,5.09,21.96,9.2,81.5,"Address 1100, City, Country",Low
1101,1343,2024-10-01,Returned,Overnight,Digital Wallet,704.29,56.34,24.03,79.21,705.45,"Address 1101, City, Country",Low
1102,1474,2025-01-22,Processing,Express,Credit Card,280.91,22.47,16.44,45.1,274.72,"Address 1102, City, Country",Low
1103,290,2025-06-03,Processing,Economy,Credit Card,997.24,79.78,7.44,108.26,976.2,"Address 1103, City, Country",Medium
1104,170,2024-12-30,Completed,Standard,Bank Transfer,202.19,16.18,20.57,12.1,226.84,"Address 1104, City, Country",Medium
1105,987,2025-06-03,Completed,Overnight,Digital Wallet,619.46,49.56,21.99,107.46,583.56,"Address 1105, City, Country",Medium
1106,1033,2025-05-22,Completed,Standard,PayPal,814.73,65.18,11.22,30.98,860.15,"Address 1106, City, Country",Medium
1107,542,2025-01-27,Completed,Express,Bank Transfer,803.41,64.27,24.25,37.17,854.77,"Address 1107, City, Country",Low
1108,1824,2025-04-01,Shipped,Economy,Digital Wallet,886.59,70.93,19.58,18.47,958.62,"Address 1108, City, Country",Low
1109,810,2024-11-27,Cancelled,Standard,Bank Transfer,259.25,20.74,15.15,3.54,291.6,"Address 1109, City, Country",High
1110,396,2024-07-19,Completed,Overnight,PayPal,596.33,47.71,10.22,108.82,545.44,"Address 1110, City, Country",Medium
1111,554,2024-09-01,Returned,Standard,PayPal,377.35,30.19,19.96,68.5,359.01,"Address 1111, City, Country",Low
1112,1974,2025-06-29,Completed,Economy,Credit Card,352.41,28.19,10.13,1.48,389.26,"Address 1112, City, Country",Low
1113,1890,2025-06-13,Shipped,Express,Credit Card,581.38,46.51,18.3,108.96,537.24,"Address 1113, City, Country",Medium
1114,408,2025-04-04,Processing,Economy,PayPal,154.59,12.37,18.39,24.1,161.26,"Address 1114, City, Country",Medium
1115,156,2025-05-29,Completed,Standard,Bank Transfer,456.7,36.54,22.8,1.73,514.3,"Address 1115, City, Country",Low
1116,1574,2024-10-24,Completed,Overnight,Digital Wallet,835.35,66.83,5.05,139.02,768.21,"Address 1116, City, Country",Medium
1117,906,2025-03-03,Completed,Economy,Credit Card,397.05,31.76,6.19,65.92,369.09,"Address 1117, City, Country",Medium
1118,1401,2024-08-29,Completed,Standard,Credit Card,153.66,12.29,6.91,28.9,143.97,"Address 1118, City, Country",Urgent
1119,1242,2025-01-03,Completed,Express,PayPal,238.6,19.09,7.21,27.53,237.36,"Address 1119, City, Country",High
1120,1034,2024-08-01,Completed,Overnight,Digital Wallet,809.88,64.79,12.89,25.83,861.72,"Address 1120, City, Country",Low
1121,85,2025-06-13,Returned,Overnight,Digital Wallet,388.36,31.07,15.09,45.45,389.08,"Address 1121, City, Country",Low
1122,1150,2024-11-22,Shipped,Overnight,Digital Wallet,867.05,69.36,7.41,157.79,786.03,"Address 1122, City, Country",High
1123,1644,2025-05-07,Shipped,Express,PayPal,790.61,63.25,10.29,58.76,805.39,"Address 1123, City, Country",Urgent
1124,898,2024-07-29,Completed,Economy,PayPal,166.74,13.34,11.44,28.41,163.11,"Address 1124, City, Country",Low
1125,518,2024-09-03,Completed,Overnight,Credit Card,159.11,12.73,7.77,19.65,159.97,"Address 1125, City, Country",Medium
1126,979,2025-06-27,Completed,Standard,Bank Transfer,335.16,26.81,19.17,6.89,374.26,"Address 1126, City, Country",Low
1127,809,2025-03-09,Completed,Standard,Credit Card,496.88,39.75,13.6,56.95,493.28,"Address 1127, City, Country",Medium
1128,1797,2024-10-28,Shipped,Express,Credit Card,952.68,76.21,22.04,86.53,964.41,"Address 1128, City, Country",Medium
1129,1496,2024-10-15,Completed,Standard,PayPal,224.31,17.94,17.07,2.54,256.79,"Address 1129, City, Country",Medium
1130,1222,2024-10-18,Processing,Express,Bank Transfer,857.84,68.63,24.61,167.49,783.59,"Address 1130, City, Country",High
1131,242,2025-04-05,Completed,Express,Digital Wallet,121.62,9.73,5.98,20.37,116.95,"Address 1131, City, Country",Low
1132,1682,2024-09-30,Processing,Economy,Bank Transfer,919.56,73.56,6.76,158.44,841.44,"Address 1132, City, Country",Low
1133,41,2025-05-18,Completed,Express,PayPal,916.64,73.33,6.23,95.66,900.53,"Address 1133, City, Country",Medium
1134,905,2025-04-26,Completed,Express,PayPal,161.11,12.89,21.62,21.73,173.9,"Address 1134, City, Country",High
1135,1339,2024-07-25,Completed,Economy,Credit Card,744.76,59.58,19.68,15.7,808.32,"Address 1135, City, Country",Low
